slug,farmaco_slug,doenca_slug,tipo_interacao,severidade,motivo_pt,motivo_en,conselho_pt,conselho_en,fonte_pt,fonte_en,estado
prednisolona_hipertensao,prednisolona,hipertensao,precaution,moderate,"Os corticosteroides com atividade mineralocorticóide causam retenção de sódio e água, com agravamento da hipertensão e possível ICC.","Corticosteroids with mineralocorticoid activity cause sodium and water retention, worsening hypertension and potentially precipitating heart failure.",Monitorizar a tensão arterial e o peso durante a corticoterapia; ajustar a terapêutica anti-hipertensora se necessário.,Monitor blood pressure and weight during corticosteroid therapy; adjust antihypertensive therapy if needed.,"Prontuário Terapêutico do INFARMED (11.ª ed., 2012) — secção 8.2.2","Prontuário Terapêutico do INFARMED (11th ed., 2012) — section 8.2.2",publicado
glibenclamida_insuficiencia_renal,glibenclamida,insuficiencia_renal,precaution,moderate,A insuficiência renal eleva os níveis de glibenclamida e aumenta o risco de hipoglicemia grave; a hipoglicemia pode ser difícil de reconhecer.,Renal impairment raises glyburide levels and increases the risk of severe hypoglycaemia; hypoglycaemia may be difficult to recognise.,"Usar com precaução na insuficiência renal, iniciando com dose baixa e monitorizando a glicemia; considerar insulina na insuficiência renal significativa.","Use with caution in renal impairment, starting at a low dose and monitoring blood glucose; consider insulin in significant renal impairment.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Glibenclamida: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=524eec41-37ee-419a-b7a1-d23e888ae6ab,DailyMed/FDA (NIH/NLM) — approved Glyburide label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=524eec41-37ee-419a-b7a1-d23e888ae6ab,publicado
glibenclamida_insuficiencia_hepatica,glibenclamida,insuficiencia_hepatica,precaution,moderate,"A insuficiência hepática eleva os níveis de glibenclamida e reduz a capacidade de gluconeogénese, aumentando o risco de hipoglicemia grave.","Hepatic impairment raises glyburide levels and reduces gluconeogenic capacity, increasing the risk of severe hypoglycaemia.",Usar com precaução na insuficiência hepática; monitorizar glicemia e considerar insulina na doença hepática significativa.,Use with caution in hepatic impairment; monitor blood glucose and consider insulin in significant liver disease.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Glibenclamida: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=524eec41-37ee-419a-b7a1-d23e888ae6ab,DailyMed/FDA (NIH/NLM) — approved Glyburide label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=524eec41-37ee-419a-b7a1-d23e888ae6ab,publicado
glibenclamida_deficiencia_g6pd,glibenclamida,deficiencia_g6pd,precaution,moderate,O tratamento de doentes com défice de G6PD com sulfonilureias pode levar a anemia hemolítica.,Treatment of patients with G6PD deficiency with sulfonylureas can lead to haemolytic anaemia.,Considerar uma alternativa não sulfonilureia em doentes com défice de G6PD; vigiar sinais de hemólise.,Consider a non-sulfonylurea alternative in patients with G6PD deficiency; watch for signs of haemolysis.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Glibenclamida: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=524eec41-37ee-419a-b7a1-d23e888ae6ab,DailyMed/FDA (NIH/NLM) — approved Glyburide label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=524eec41-37ee-419a-b7a1-d23e888ae6ab,publicado
claritromicina_prolongamento_qt,claritromicina,prolongamento_qt,precaution,moderate,A claritromicina prolonga o intervalo QT e pode precipitar torsades de pointes em doentes com QT prolongado ou fatores de risco.,Clarithromycin prolongs the QT interval and may precipitate torsades de pointes in patients with QT prolongation or risk factors.,Evitar em doentes com QT prolongado congénito ou adquirido; vigiar ECG e eletrólitos.,Avoid in congenital or acquired QT prolongation; monitor ECG and electrolytes.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d5be5f12-6392-4d7d-ab23-ebc205ac1a85,DailyMed/FDA (NIH/NLM) — approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d5be5f12-6392-4d7d-ab23-ebc205ac1a85,publicado
claritromicina_insuficiencia_renal_grave,claritromicina,insuficiencia_renal_grave,precaution,moderate,A claritromicina é excretada por via renal e hepática; na insuficiência renal grave pode acumular-se e exige ajuste de dose.,Clarithromycin is renally and hepatically excreted; in severe renal impairment it may accumulate and requires dose adjustment.,Reduzir a dose na insuficiência renal grave (CrCl < 30 mL/min).,Reduce the dose in severe renal impairment (CrCl < 30 mL/min).,DailyMed/FDA (NIH/NLM) — rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d5be5f12-6392-4d7d-ab23-ebc205ac1a85,DailyMed/FDA (NIH/NLM) — approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d5be5f12-6392-4d7d-ab23-ebc205ac1a85,publicado
rifampicina_doenca_hepatica,rifampicina,doenca_hepatica,precaution,moderate,A rifampicina é hepatotóxica e pode agravar a doença hepática pré-existente.,Rifampicin is hepatotoxic and may worsen pre-existing liver disease.,Vigiar transaminases; reduzir a dose ou suspender se houver lesão hepática.,Monitor transaminases; reduce the dose or stop if liver injury occurs.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Rifampicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b389b1a3-672f-47e3-916c-4a9c044b211b,DailyMed/FDA (NIH/NLM) — approved Rifampicin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b389b1a3-672f-47e3-916c-4a9c044b211b,publicado
rifampicina_porfiria,rifampicina,porfiria,precaution,moderate,A rifampicina induz a síntese de porfirinas e pode precipitar crises em doentes com porfiria.,Rifampicin induces porphyrin synthesis and may precipitate attacks in patients with porphyria.,Usar com precaução em doentes com porfiria.,Use with caution in patients with porphyria.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Rifampicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b389b1a3-672f-47e3-916c-4a9c044b211b,DailyMed/FDA (NIH/NLM) — approved Rifampicin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b389b1a3-672f-47e3-916c-4a9c044b211b,publicado
cetoconazol_doenca_hepatica,cetoconazol,doenca_hepatica,contraindication,critical,O cetoconazol pode causar hepatotoxicidade grave e está contraindicado em doença hepática aguda ou crónica.,Ketoconazole can cause severe hepatotoxicity and is contraindicated in acute or chronic liver disease.,Contraindicado em doença hepática; avaliar função hepática antes e durante o tratamento.,Contraindicated in liver disease; assess liver function before and during treatment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cetoconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f162e616-21b4-49b1-b437-15e21001a6f0,DailyMed/FDA (NIH/NLM) — approved Ketoconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f162e616-21b4-49b1-b437-15e21001a6f0,publicado
cetoconazol_prolongamento_qt,cetoconazol,prolongamento_qt,precaution,moderate,"O cetoconazol prolonga o QT e aumenta o risco de arritmias ventriculares, sobretudo com fármacos que também prolongam o QT.","Ketoconazole prolongs the QT and increases the risk of ventricular arrhythmias, especially with other QT-prolonging drugs.",Evitar em doentes com QT prolongado ou com fármacos que prolongam o QT; vigiar ECG e eletrólitos.,Avoid in QT prolongation or with QT-prolonging drugs; monitor ECG and electrolytes.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cetoconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f162e616-21b4-49b1-b437-15e21001a6f0,DailyMed/FDA (NIH/NLM) — approved Ketoconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f162e616-21b4-49b1-b437-15e21001a6f0,publicado
ciprofloxacina_epilepsia,ciprofloxacina,epilepsia,precaution,moderate,As fluoroquinolonas podem baixar o limiar convulsivo e precipitar convulsões em doentes predispostos.,Fluoroquinolones can lower the seizure threshold and precipitate seizures in predisposed patients.,Usar com precaução em doentes com epilepsia ou história de convulsões.,Use with caution in patients with epilepsy or a history of seizures.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Ciprofloxacina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14c3bc33-201d-492e-9aee-a4d84c813a3d,DailyMed/FDA (NIH/NLM) — approved Ciprofloxacin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14c3bc33-201d-492e-9aee-a4d84c813a3d,publicado
ciprofloxacina_prolongamento_qt,ciprofloxacina,prolongamento_qt,precaution,moderate,A ciprofloxacina prolonga o intervalo QT e aumenta o risco de torsades de pointes em doentes de risco.,Ciprofloxacin prolongs the QT interval and increases the risk of torsades de pointes in at-risk patients.,Evitar em QT prolongado ou hipocaliemia não corrigida; vigiar ECG e eletrólitos.,Avoid in QT prolongation or uncorrected hypokalaemia; monitor ECG and electrolytes.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Ciprofloxacina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14c3bc33-201d-492e-9aee-a4d84c813a3d,DailyMed/FDA (NIH/NLM) — approved Ciprofloxacin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14c3bc33-201d-492e-9aee-a4d84c813a3d,publicado
itraconazol_insuficiencia_cardiaca,itraconazol,insuficiencia_cardiaca,contraindication,critical,O itraconazol tem efeito inotrópico negativo e está contraindicado em doentes com insuficiência cardíaca ou disfunção ventricular.,Itraconazole has negative inotropic effects and is contraindicated in patients with heart failure or ventricular dysfunction.,Contraindicado em insuficiência cardíaca; avaliar função cardíaca antes do tratamento.,Contraindicated in heart failure; assess cardiac function before treatment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Itraconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68165d90-953c-e2f5-e053-2a91aa0ada25,DailyMed/FDA (NIH/NLM) — approved Itraconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68165d90-953c-e2f5-e053-2a91aa0ada25,publicado
itraconazol_doenca_hepatica,itraconazol,doenca_hepatica,precaution,moderate,O itraconazol é metabolizado no fígado e pode agravar a doença hepática; o uso prolongado associa-se a hepatotoxicidade.,Itraconazole is metabolised in the liver and may worsen liver disease; prolonged use is associated with hepatotoxicity.,Vigiar transaminases; usar com precaução em doença hepática.,Monitor transaminases; use with caution in liver disease.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Itraconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68165d90-953c-e2f5-e053-2a91aa0ada25,DailyMed/FDA (NIH/NLM) — approved Itraconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68165d90-953c-e2f5-e053-2a91aa0ada25,publicado
cloroquina_retinopatia,cloroquina,retinopatia,precaution,moderate,"A cloroquina acumula-se na retina e pode causar retinopatia irreversível, sobretudo em tratamentos prolongados.","Chloroquine accumulates in the retina and can cause irreversible retinopathy, especially with prolonged treatment.",Vigilância oftalmológica de base e periódica em tratamentos > 5 anos ou dose cumulativa elevada.,Baseline and periodic ophthalmological monitoring in treatment > 5 years or high cumulative dose.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cloroquina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06c69e2b-211b-4746-9f3a-f86d36520570,DailyMed/FDA (NIH/NLM) — approved Chloroquine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06c69e2b-211b-4746-9f3a-f86d36520570,publicado
cloroquina_deficiencia_g6pd,cloroquina,deficiencia_g6pd,precaution,moderate,"A cloroquina pode causar hemólise em doentes com deficiência de G6PD, sobretudo em doses elevadas.","Chloroquine can cause haemolysis in G6PD-deficient patients, especially at high doses.",Usar com precaução em deficiência de G6PD; vigiar sinais de hemólise.,Use with caution in G6PD deficiency; monitor for haemolysis signs.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cloroquina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06c69e2b-211b-4746-9f3a-f86d36520570,DailyMed/FDA (NIH/NLM) — approved Chloroquine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06c69e2b-211b-4746-9f3a-f86d36520570,publicado
voriconazol_doenca_hepatica,voriconazol,doenca_hepatica,precaution,moderate,O voriconazol é hepatotóxico e os níveis aumentam na insuficiência hepática; exige monitorização e ajuste de dose.,Voriconazole is hepatotoxic and levels rise in hepatic impairment; requires monitoring and dose adjustment.,Vigiar transaminases; ajustar a dose na insuficiência hepática ligeira a moderada.,Monitor transaminases; adjust the dose in mild-to-moderate hepatic impairment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Voriconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c620b2d7-3c2b-4252-8cfc-2f322d624435,DailyMed/FDA (NIH/NLM) — approved Voriconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c620b2d7-3c2b-4252-8cfc-2f322d624435,publicado
voriconazol_fotossensibilidade,voriconazol,fotossensibilidade,precaution,moderate,"O voriconazol causa fotossensibilidade grave, com risco de lesões cutâneas e carcinoma espinocelular em exposição prolongada.","Voriconazole causes severe photosensitivity, with risk of skin lesions and squamous cell carcinoma on prolonged exposure.",Evitar exposição solar e usar proteção (roupa e protetor solar) durante e após o tratamento.,Avoid sun exposure and use protection (clothing and sunscreen) during and after treatment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Voriconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c620b2d7-3c2b-4252-8cfc-2f322d624435,DailyMed/FDA (NIH/NLM) — approved Voriconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c620b2d7-3c2b-4252-8cfc-2f322d624435,publicado
fluconazol_doenca_hepatica,fluconazol,doenca_hepatica,precaution,moderate,"O fluconazol pode causar hepatotoxicidade, incluindo necrose hepática fatal; o risco aumenta em doença hepática prévia.","Fluconazole can cause hepatotoxicity, including fatal hepatic necrosis; the risk increases with prior liver disease.","Vigiar transaminases, sobretudo em tratamentos prolongados.","Monitor transaminases, especially in prolonged treatment.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Fluconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7961c029-746c-48c3-888b-8f8344102873,DailyMed/FDA (NIH/NLM) — approved Fluconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7961c029-746c-48c3-888b-8f8344102873,publicado
fluconazol_insuficiencia_renal,fluconazol,insuficiencia_renal,precaution,moderate,O fluconazol é eliminado por via renal; a insuficiência renal exige redução da dose.,Fluconazole is renally eliminated; renal impairment requires dose reduction.,Ajustar a dose de acordo com a depuração de creatinina.,Adjust the dose according to creatinine clearance.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Fluconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7961c029-746c-48c3-888b-8f8344102873,DailyMed/FDA (NIH/NLM) — approved Fluconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7961c029-746c-48c3-888b-8f8344102873,publicado
eritromicina_prolongamento_qt,eritromicina,prolongamento_qt,precaution,moderate,"A eritromicina prolonga o intervalo QT e aumenta o risco de torsades de pointes, sobretudo em doentes de risco.","Erythromycin prolongs the QT interval and increases the risk of torsades de pointes, especially in at-risk patients.","Evitar em QT prolongado, hipocaliemia ou com fármacos que prolongam o QT.","Avoid in QT prolongation, hypokalaemia or with QT-prolonging drugs.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Eritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca65a48f-5fe6-4b31-8359-51dbc31f6d4e,DailyMed/FDA (NIH/NLM) — approved Erythromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca65a48f-5fe6-4b31-8359-51dbc31f6d4e,publicado
eritromicina_estenose_hipertrofica,eritromicina,estenose_hipertrofica,precaution,moderate,A eritromicina usada no recém-nascido associa-se a estenose pilórica hipertrófica.,Erythromycin use in neonates is associated with infantile hypertrophic pyloric stenosis.,Evitar em recém-nascidos quando existirem alternativas; vigiar vómitos projetados.,Avoid in neonates when alternatives exist; watch for projectile vomiting.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Eritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca65a48f-5fe6-4b31-8359-51dbc31f6d4e,DailyMed/FDA (NIH/NLM) — approved Erythromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca65a48f-5fe6-4b31-8359-51dbc31f6d4e,publicado
isoniazida_doenca_hepatica,isoniazida,doenca_hepatica,precaution,moderate,A isoniazida é hepatotóxica e o risco de lesão hepática grave aumenta em doentes com doença hepática prévia.,Isoniazid is hepatotoxic and the risk of severe liver injury increases in patients with prior liver disease.,Vigiar transaminases mensalmente; suspender se houver sintomas de hepatite.,Monitor transaminases monthly; stop if hepatitis symptoms occur.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Isoniazida: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93252cc8-c8d4-401b-bde5-ca8a3b57651e,DailyMed/FDA (NIH/NLM) — approved Isoniazid label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93252cc8-c8d4-401b-bde5-ca8a3b57651e,publicado
isoniazida_neuropatia_periferica,isoniazida,neuropatia_periferica,precaution,moderate,"A isoniazida interfere com o metabolismo da vitamina B6 e pode causar neuropatia periférica, sobretudo em doentes de risco.","Isoniazid interferes with vitamin B6 metabolism and can cause peripheral neuropathy, especially in at-risk patients.","Suplementar com vitamina B6 (piridoxina) em doentes de risco (diabetes, alcoolismo, gravidez, desnutrição).","Supplement with vitamin B6 (pyridoxine) in at-risk patients (diabetes, alcoholism, pregnancy, malnutrition).",DailyMed/FDA (NIH/NLM) — rótulo aprovado Isoniazida: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93252cc8-c8d4-401b-bde5-ca8a3b57651e,DailyMed/FDA (NIH/NLM) — approved Isoniazid label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93252cc8-c8d4-401b-bde5-ca8a3b57651e,publicado
metronidazol_doenca_hepatica_grave,metronidazol,doenca_hepatica_grave,precaution,moderate,O metronidazol é metabolizado no fígado; na doença hepática grave a eliminação é reduzida e a acumulação pode causar neurotoxicidade.,Metronidazole is metabolised in the liver; in severe liver disease elimination is reduced and accumulation can cause neurotoxicity.,"Reduzir a dose e vigiar sinais de neurotoxicidade (parestesias, ataxia).","Reduce the dose and monitor for neurotoxicity signs (paraesthesia, ataxia).",DailyMed/FDA (NIH/NLM) — rótulo aprovado Metronidazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5cc3fd98-d579-432e-a4b5-b6d5586991a6,DailyMed/FDA (NIH/NLM) — approved Metronidazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5cc3fd98-d579-432e-a4b5-b6d5586991a6,publicado
metronidazol_doenca_snc,metronidazol,doenca_snc,precaution,moderate,"O metronidazol pode causar encefalopatia, convulsões e neuropatia periférica, sobretudo em doses elevadas ou uso prolongado.","Metronidazole can cause encephalopathy, seizures and peripheral neuropathy, especially at high doses or with prolonged use.",Suspender se surgirem sintomas neurológicos; usar com precaução em doença do SNC.,Stop if neurological symptoms appear; use with caution in CNS disease.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Metronidazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5cc3fd98-d579-432e-a4b5-b6d5586991a6,DailyMed/FDA (NIH/NLM) — approved Metronidazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5cc3fd98-d579-432e-a4b5-b6d5586991a6,publicado
cotrimoxazol_deficiencia_folato,cotrimoxazol,deficiencia_folato,precaution,moderate,"O trimetoprim interfere com o metabolismo do folato e pode agravar a deficiência, com risco de anemia megaloblástica.","Trimethoprim interferes with folate metabolism and can worsen deficiency, with risk of megaloblastic anaemia.","Usar com precaução em deficiência de folato, alcoolismo e desnutrição; considerar suplementação.","Use with caution in folate deficiency, alcoholism and malnutrition; consider supplementation.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Cotrimoxazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08500fcb-dbec-4ac2-91c3-189d27907ec0,DailyMed/FDA (NIH/NLM) — approved Co-trimoxazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08500fcb-dbec-4ac2-91c3-189d27907ec0,publicado
cotrimoxazol_insuficiencia_renal,cotrimoxazol,insuficiencia_renal,precaution,moderate,O cotrimoxazol é excretado por via renal; a insuficiência renal aumenta o risco de toxicidade (incluindo hipercaliemia) e exige ajuste.,Co-trimoxazole is renally excreted; renal impairment increases the toxicity risk (including hyperkalaemia) and requires adjustment.,Ajustar a dose; vigiar função renal e caliemia.,Adjust the dose; monitor renal function and serum potassium.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Cotrimoxazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08500fcb-dbec-4ac2-91c3-189d27907ec0,DailyMed/FDA (NIH/NLM) — approved Co-trimoxazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08500fcb-dbec-4ac2-91c3-189d27907ec0,publicado
levofloxacina_tendinopatia,levofloxacina,tendinopatia,precaution,moderate,"As fluoroquinolonas podem causar tendinopatia e rutura tendinosa, sobretudo em idosos, com corticosteroides ou insuficiência renal.","Fluoroquinolones can cause tendinopathy and tendon rupture, especially in the elderly, with corticosteroids or renal impairment.",Suspender ao primeiro sinal de dor tendinosa; evitar em doentes com história de tendinopatia por quinolonas.,Stop at the first sign of tendon pain; avoid in patients with a history of quinolone tendinopathy.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Levofloxacina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=857f256c-88ac-4f73-9815-c2724edf2f1e,DailyMed/FDA (NIH/NLM) — approved Levofloxacin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=857f256c-88ac-4f73-9815-c2724edf2f1e,publicado
levofloxacina_prolongamento_qt,levofloxacina,prolongamento_qt,precaution,moderate,A levofloxacina prolonga o intervalo QT e aumenta o risco de arritmias ventriculares em doentes de risco.,Levofloxacin prolongs the QT interval and increases the risk of ventricular arrhythmias in at-risk patients.,Evitar em QT prolongado ou com fármacos que prolongam o QT; vigiar ECG.,Avoid in QT prolongation or with QT-prolonging drugs; monitor ECG.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Levofloxacina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=857f256c-88ac-4f73-9815-c2724edf2f1e,DailyMed/FDA (NIH/NLM) — approved Levofloxacin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=857f256c-88ac-4f73-9815-c2724edf2f1e,publicado
azitromicina_prolongamento_qt,azitromicina,prolongamento_qt,precaution,moderate,"A azitromicina pode prolongar o intervalo QT e aumentar o risco de arritmias, sobretudo em doentes de risco.","Azithromycin may prolong the QT interval and increase the arrhythmia risk, especially in at-risk patients.",Evitar em QT prolongado conhecido ou com fármacos que prolongam o QT.,Avoid in known QT prolongation or with QT-prolonging drugs.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Azitromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db52b91e-79f7-4cc1-9564-f2eee8e31c45,DailyMed/FDA (NIH/NLM) — approved Azithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db52b91e-79f7-4cc1-9564-f2eee8e31c45,publicado
azitromicina_doenca_hepatica_grave,azitromicina,doenca_hepatica_grave,precaution,moderate,"A azitromicina pode causar hepatotoxicidade, incluindo necrose hepática, sobretudo em doença hepática prévia.","Azithromycin can cause hepatotoxicity, including hepatic necrosis, especially with prior liver disease.",Usar com precaução; vigiar sinais de lesão hepática.,Use with caution; monitor for signs of liver injury.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Azitromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db52b91e-79f7-4cc1-9564-f2eee8e31c45,DailyMed/FDA (NIH/NLM) — approved Azithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db52b91e-79f7-4cc1-9564-f2eee8e31c45,publicado
doxiciclina_insuficiencia_hepatica_grave,doxiciclina,insuficiencia_hepatica_grave,precaution,moderate,A doxiciclina pode agravar a doença hepática; na insuficiência hepática grave exige precaução.,Doxycycline may worsen liver disease; caution is required in severe hepatic impairment.,Usar com precaução e vigiar função hepática.,Use with caution and monitor liver function.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Doxiciclina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bcc95094-80ed-4023-b2a6-955a4810bfbe,DailyMed/FDA (NIH/NLM) — approved Doxycycline label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bcc95094-80ed-4023-b2a6-955a4810bfbe,publicado
doxiciclina_fotossensibilidade,doxiciclina,fotossensibilidade,precaution,moderate,As tetraciclinas causam fotossensibilidade; a exposição solar pode provocar queimaduras graves.,Tetracyclines cause photosensitivity; sun exposure can cause severe burns.,Evitar exposição solar e usar proteção durante o tratamento.,Avoid sun exposure and use protection during treatment.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Doxiciclina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bcc95094-80ed-4023-b2a6-955a4810bfbe,DailyMed/FDA (NIH/NLM) — approved Doxycycline label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bcc95094-80ed-4023-b2a6-955a4810bfbe,publicado
pirazinamida_doenca_hepatica,pirazinamida,doenca_hepatica,precaution,moderate,"A pirazinamida é hepatotóxica e o risco de lesão hepática grave, sobretudo nos primeiros meses de tratamento, aumenta em doentes com doença hepática prévia.","Pyrazinamide is hepatotoxic and the risk of severe liver injury, especially in the first months of treatment, increases in patients with prior liver disease.","Vigiar transaminases; suspender perante sintomas de hepatite (icterícia, náuseas, dor abdominal).","Monitor transaminases; stop if hepatitis symptoms occur (jaundice, nausea, abdominal pain).",DailyMed/FDA (NIH/NLM) — rótulo aprovado Pirazinamida: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=262d8829-728c-48db-b89b-88d13b87e684,DailyMed/FDA (NIH/NLM) — approved Pyrazinamide label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=262d8829-728c-48db-b89b-88d13b87e684,publicado
pirazinamida_hiperuricemia_gota,pirazinamida,hiperuricemia_gota,precaution,moderate,A pirazinamida inibe a excreção renal de ácido úrico e pode precipitar crises de gota em doentes com hiperuricemia ou história de gota.,Pyrazinamide inhibits renal uric acid excretion and may precipitate gout attacks in patients with hyperuricaemia or a history of gout.,Vigiar ácido úrico e usar com precaução em doentes com gota.,Monitor uric acid and use with caution in patients with gout.,DailyMed/FDA (NIH/NLM) — rótulo aprovado Pirazinamida: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=262d8829-728c-48db-b89b-88d13b87e684,DailyMed/FDA (NIH/NLM) — approved Pyrazinamide label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=262d8829-728c-48db-b89b-88d13b87e684,publicado
