slug,farmaco_a_slug,farmaco_b_slug,severidade,resumo_pt,resumo_en,resumo_pro_pt,resumo_pro_en,explicacao_pt,explicacao_en,mecanismo_pt,mecanismo_en,conselho_pt,conselho_en,monitorizacao_pt,monitorizacao_en,red_flags_pt,red_flags_en,fonte_pt,fonte_en,estado,data_revisao
salbutamol_sotalol,salbutamol,sotalol,moderate,Os β-bloqueadores não seletivos como o sotalol antagonizam o efeito broncodilatador do salbutamol e podem desencadear broncospasmo.,Non-selective beta-blockers such as sotalol antagonise the bronchodilator effect of salbutamol and may trigger bronchospasm.,Salbutamol + sotalol: o sotalol (β-bloqueador não seletivo) opõe-se ao efeito broncodilatador do salbutamol e a hipocaliemia induzida pelo β2-agonista pode exagerar o prolongamento do QT do sotalol. Evitar ou monitorizar ECG e potássio.,"Salbutamol + sotalol: sotalol (non-selective beta-blocker) opposes the bronchodilator effect of salbutamol, and beta2-agonist-induced hypokalaemia may exaggerate sotalol QT prolongation. Avoid or monitor ECG and potassium.","O sotalol é um β-bloqueador não seletivo que também prolonga o intervalo QT (classe III); bloqueia os recetores β2 brônquicos, opondo-se diretamente ao efeito broncodilatador do salbutamol, e o rótulo do sotalol adverte que ""a hipocaliemia ou hipomagnesemia não corrigidas podem exagerar o grau de prolongamento do QT e aumentar o potencial de Torsade de Pointes"", recomendando corrigi-las antes do início. O salbutamol, como os outros β2-agonistas, ""pode produzir hipocaliemia significativa em alguns doentes, possivelmente por desvio intracelular, com potencial para efeitos cardiovasculares adversos"" (rótulo do salbutamol). A associação junta, assim, o antagonismo broncodilatador ao risco arritmogénico (hipocaliemia + QT). Evitar sempre que possível em doentes com asma e doença cardiovascular; se inevitável, usar a menor dose de salbutamol, corrigir potássio/magnésio e monitorizar ECG e função respiratória.","Sotalol is a non-selective beta-blocker that also prolongs the QT interval (class III); it blocks bronchial beta2 receptors, directly opposing the bronchodilator effect of salbutamol, and the sotalol label warns that ""uncorrected hypokalaemia or hypomagnesaemia can exaggerate the degree of QT prolongation, and increase the potential for Torsade de Pointes"", recommending correction before initiation. Salbutamol, like other beta2-agonists, ""may produce significant hypokalaemia in some patients, possibly through intracellular shunting, with the potential to produce adverse cardiovascular effects"" (salbutamol label). The combination therefore adds bronchial antagonism to the arrhythmogenic risk (hypokalaemia + QT). Avoid whenever possible in patients with asthma and cardiovascular disease; if unavoidable, use the lowest salbutamol dose, correct potassium/magnesium and monitor ECG and respiratory function.","O sotalol bloqueia os recetores β2 brônquicos, opondo-se ao salbutamol.","Sotalol blocks bronchial β2 receptors, opposing salbutamol.","Evitar β-bloqueadores não seletivos em doentes asmáticos; se inevitáveis, usar cardioseletivos com precaução.","Avoid non-selective beta-blockers in asthmatic patients; if unavoidable, use cardioselective agents with caution.",Vigiar a função respiratória e a resposta ao broncodilatador.,Monitor respiratory function and response to the bronchodilator.,"Broncospasmo, agravamento da dispneia.","Bronchospasm, worsening dyspnoea.","DailyMed (FDA) — rótulo aprovado Salbutamol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3236f82c-14e9-dfd4-e063-6294a90ac43d ; rótulo aprovado Sotalol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a36d95c-6e93-4e57-befe-b5274f359244 — referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed (FDA) — approved Salbutamol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3236f82c-14e9-dfd4-e063-6294a90ac43d ; approved Sotalol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a36d95c-6e93-4e57-befe-b5274f359244 — additional reference: Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
salbutamol_sulfato_magnesio,salbutamol,sulfato_magnesio,moderate,Salbutamol + magnésio: hipocaliemia aditiva (o β2-agonista baixa o potássio).,Salbutamol + magnesium: additive hypokalaemia (the β2-agonist lowers potassium).,,,,,"Os β2-agonistas causam entrada de K+ na célula; a associação com magnésio pode acentuar a hipocaliemia, sobretudo em doses elevadas.","β2-agonists cause K+ shift into cells; combined with magnesium, hypokalaemia may be accentuated, especially at high doses.",Monitorizar o potássio em doses elevadas ou uso prolongado.,Monitor potassium at high doses or with prolonged use.,Potássio sérico.,Serum potassium.,"Fraqueza, cãibras, arritmias.","Weakness, cramps, arrhythmias.","DailyMed (FDA) — rótulo aprovado Salbutamol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3236f82c-14e9-dfd4-e063-6294a90ac43d ; rótulo aprovado Sulfato de magnésio: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a5a9f565-639c-4b22-b9e5-718bac7cfcf3 — referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed (FDA) — approved Salbutamol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3236f82c-14e9-dfd4-e063-6294a90ac43d ; approved Magnesium sulfate label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a5a9f565-639c-4b22-b9e5-718bac7cfcf3 — additional reference: Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
salbutamol_teofilina,salbutamol,teofilina,moderate,"A associação de teofilina com salbutamol tem efeitos aditivos (tremores, taquicardia, hipocaliemia).","Combining theophylline with salbutamol has additive effects (tremor, tachycardia, hypokalaemia).","Salbutamol + teofilina: estimulação β-adrenérgica aditiva — taquicardia, tremores, hipocaliemia e risco de arritmias. Monitorizar potássio e sintomas cardiovasculares.","Salbutamol + theophylline: additive beta-adrenergic stimulation — tachycardia, tremor, hypokalaemia and arrhythmia risk. Monitor potassium and cardiovascular symptoms.","O salbutamol (β2-agonista) e a teofilina aumentam ambos o AMPc — o primeiro por ativação direta do recetor β2, a segunda por inibição da fosfodiesterase — e o efeito farmacodinâmico é aditivo. A teofilina ""aumenta a libertação de catecolaminas endógenas"" e o rótulo associa esse efeito ao ""risco aumentado de arritmias ventriculares""; o salbutamol ""pode produzir hipocaliemia significativa... com potencial para efeitos cardiovasculares adversos"". A associação é comum na prática (asma/DPOC grave), mas doses elevadas de ambos somam taquicardia, tremores, náuseas e perda de potássio, com risco de arritmia sobretudo em doentes idosos ou com doença cardíaca. Usar as menores doses eficazes, monitorizar potássio sérico e sintomas (palpitações, tremores, ansiedade) e reduzir a teofilina se surgirem sinais de toxicidade.","Salbutamol (beta2-agonist) and theophylline both raise cAMP — the former by direct beta2 receptor activation, the latter by phosphodiesterase inhibition — and the pharmacodynamic effect is additive. Theophylline ""increases release of endogenous catecholamines"" and the label links this to an ""increased risk of ventricular arrhythmias""; salbutamol ""may produce significant hypokalaemia... with the potential to produce adverse cardiovascular effects"". The combination is common in practice (severe asthma/COPD), but high doses of both add up tachycardia, tremor, nausea and potassium loss, with arrhythmia risk mainly in elderly or cardiac patients. Use the lowest effective doses, monitor serum potassium and symptoms (palpitations, tremor, anxiety) and reduce theophylline if toxicity signs appear.",Ambos os fármacos estimulam a adenilciclase / aumentam o AMPc e podem potenciar o efeito β2 e a perda de potássio.,Both drugs stimulate adenylate cyclase / raise cAMP and may potentiate the β2 effect and potassium loss.,"Monitorizar o potássio sérico e o ritmo cardíaco, sobretudo em doentes com doença cardiovascular.","Monitor serum potassium and heart rhythm, especially in patients with cardiovascular disease.","Vigiar tremores, palpitações e dosear o potássio em doentes de risco.","Monitor tremor, palpitations and check potassium in at-risk patients.","Hipocaliemia sintomática, arritmias.","Symptomatic hypokalaemia, arrhythmias.","DailyMed (FDA) — rótulo aprovado Teofilina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e64036a-ee3e-42e7-9e59-881f88a4e298 ; rótulo aprovado Salbutamol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3236f82c-14e9-dfd4-e063-6294a90ac43d — referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed (FDA) — approved Theophylline label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e64036a-ee3e-42e7-9e59-881f88a4e298 ; approved Salbutamol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3236f82c-14e9-dfd4-e063-6294a90ac43d — additional reference: Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
salmeterol_sotalol,salmeterol,sotalol,moderate,O sotalol pode reduzir o efeito broncodilatador do salmeterol e aumentar o risco de broncospasmo.,Sotalol may reduce the bronchodilator effect of salmeterol and increase the risk of bronchospasm.,Salmeterol + sotalol: antagonismo β2 (o sotalol opõe-se ao LABA) + hipocaliemia do salmeterol a potenciar o QT do sotalol. Evitar ou monitorizar ECG e eletrólitos.,Salmeterol + sotalol: beta2 antagonism (sotalol opposes the LABA) + salmeterol hypokalaemia potentiating sotalol QT. Avoid or monitor ECG and electrolytes.,"O salmeterol é um LABA (β2-agonista de longa duração) e o sotalol um β-bloqueador não seletivo com prolongamento do QT (classe III). O sotalol bloqueia os recetores β2 brônquicos, opondo-se à broncodilatação do salmeterol, e os β-agonistas ""podem produzir hipocaliemia significativa em alguns doentes, possivelmente por desvio intracelular, com potencial para efeitos cardiovasculares adversos"" (rótulo do salmeterol). A hipocaliemia, por sua vez, ""pode exagerar o grau de prolongamento do QT e aumentar o potencial de Torsade de Pointes"" (rótulo do sotalol). Em doentes com asma/DPOC e doença cardiovascular, a associação soma broncoconstrição, hipocaliemia e risco arritmogénico. Evitar β-bloqueadores não seletivos em doentes a usar LABA; se inevitável, monitorizar sintomas respiratórios, potássio/magnésio e ECG.","Salmeterol is a LABA (long-acting beta2-agonist) and sotalol a non-selective beta-blocker with QT prolongation (class III). Sotalol blocks bronchial beta2 receptors, opposing the bronchodilation of salmeterol, and beta-agonists ""may produce significant hypokalaemia in some patients, possibly through intracellular shunting, with the potential to produce adverse cardiovascular effects"" (salmeterol label). Hypokalaemia, in turn, ""can exaggerate the degree of QT prolongation, and increase the potential for Torsade de Pointes"" (sotalol label). In patients with asthma/COPD and cardiovascular disease, the combination adds bronchoconstriction, hypokalaemia and arrhythmogenic risk. Avoid non-selective beta-blockers in patients using a LABA; if unavoidable, monitor respiratory symptoms, potassium/magnesium and ECG.",Antagonismo recetor β2 entre o LABA e o β-bloqueador não seletivo.,β2-receptor antagonism between the LABA and the non-selective beta-blocker.,Evitar a associação em doentes com asma; monitorizar a função respiratória.,Avoid the combination in asthma; monitor respiratory function.,Vigiar sintomas de broncospasmo e a eficácia do broncodilatador.,Monitor for bronchospasm and bronchodilator efficacy.,"Broncospasmo, falta de resposta ao salmeterol.","Bronchospasm, lack of response to salmeterol.","DailyMed (FDA) — rótulo aprovado Salmeterol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=12d9728e-6b5c-4aee-bfb0-745e542ed2e4 ; rótulo aprovado Sotalol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a36d95c-6e93-4e57-befe-b5274f359244 — referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed (FDA) — approved Salmeterol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=12d9728e-6b5c-4aee-bfb0-745e542ed2e4 ; approved Sotalol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a36d95c-6e93-4e57-befe-b5274f359244 — additional reference: Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
sertralina_tamoxifeno,sertralina,tamoxifeno,moderate,"A sertralina pode reduzir a eficácia do tamoxifeno no cancro da mama, ao diminuir a sua forma ativa. Informe sempre o seu médico se toma os dois medicamentos.",Sertraline may reduce the effectiveness of tamoxifen in breast cancer by lowering its active form. Always tell your doctor if you take both medicines.,"A sertralina inibe o CYP2D6 de forma moderada e dose-dependente, reduzindo os níveis de endoxifeno. Se possível, preferir um ISRS com menor inibição do CYP2D6; se a associação for inevitável, vigiar a resposta.","Sertraline inhibits CYP2D6 moderately and dose-dependently, reducing endoxifen levels. When possible, prefer an SSRI with weaker CYP2D6 inhibition; if the combination is unavoidable, monitor response.","Tal como outros ISRS, a sertralina interfere na ativação do tamoxifeno pelo CYP2D6, com redução do endoxifeno. O efeito é menor do que com a fluoxetina ou a paroxetina (inibição moderada, mais evidente em doses elevadas de sertralina, acima de 100 mg/dia), mas a perda de eficácia é clinicamente relevante numa doença tão sensível ao tratamento adjuvante como o cancro da mama. A SmPC do tamoxifeno recomenda evitar inibidores potentes do CYP2D6 e ter precaução com os restantes.","Like other SSRIs, sertraline interferes with CYP2D6-mediated activation of tamoxifen, lowering endoxifen. The effect is smaller than with fluoxetine or paroxetine (moderate inhibition, more evident at high sertraline doses, above 100 mg/day), but the loss of efficacy is clinically relevant in a disease as sensitive to adjuvant therapy as breast cancer. The tamoxifen SmPC recommends avoiding potent CYP2D6 inhibitors and exercising caution with the others.","Inibição moderada do CYP2D6 pela sertralina, reduzindo a formação de endoxifeno.","Moderate CYP2D6 inhibition by sertraline, reducing endoxifen formation.","Preferir alternativas com menor impacto no CYP2D6 (citalopram, escitalopram, venlafaxina); se a sertralina for mantida, usar a dose mínima eficaz e informar o oncologista.","Prefer alternatives with less CYP2D6 impact (citalopram, escitalopram, venlafaxine); if sertraline is kept, use the lowest effective dose and inform the oncologist.",Resposta ao tamoxifeno e adesão; sinais de recidiva mamária.,Tamoxifen response and adherence; signs of breast cancer recurrence.,"Novo nódulo mamário, dor óssea, agravamento clínico — reavaliação oncológica.","New breast lump, bone pain, clinical worsening — oncology reassessment.","EMC-UK (MHRA) — SmPC aprovada Tamoxifeno: https://www.medicines.org.uk/emc/product/101398/smpc ; DailyMed/FDA (NIH/NLM) — rótulo aprovado Sertralina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e24d17-ff0a-449c-9472-b9df74c98456 ; PubMed — https://pubmed.ncbi.nlm.nih.gov/20141708/ ; Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","EMC-UK (MHRA) — approved Tamoxifen SmPC: https://www.medicines.org.uk/emc/product/101398/smpc ; DailyMed/FDA (NIH/NLM) — approved Sertraline label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e24d17-ff0a-449c-9472-b9df74c98456 ; PubMed — https://pubmed.ncbi.nlm.nih.gov/20141708/ ; Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
sertralina_tramadol,sertralina,tramadol,moderate,Risco de síndrome serotoninérgica e diminuição do limiar convulsivo quando a Sertralina é combinada com o Tramadol.,Risk of serotonin syndrome and a lowered seizure threshold when Sertraline is combined with Tramadol.,Sertralina + tramadol: risco de síndrome serotoninérgica e de convulsões (tramadol + ISRS). Vigiar de perto; considerar alternativas.,Sertraline + tramadol: risk of serotonin syndrome and seizures (tramadol + SSRI). Monitor closely; consider alternatives.,"O rótulo da sertralina lista o tramadol entre os serotonérgicos cujo uso concomitante aumenta o risco de síndrome serotoninérgica, e o rótulo do tramadol indica que o uso concomitante com inibidores do CYP2D6 (a sertralina inibe o CYP2D6) pode aumentar os níveis de tramadol e diminuir o metabolito ativo M1, com risco aumentado de eventos adversos graves, incluindo convulsões e síndrome serotoninérgica. A associação deve ser evitada sempre que possível; se inevitável, usar a menor dose eficaz, vigiar sintomas de serotonina (agitação, taquicardia, hipertermia, hiperreflexia) e sinais de convulsões, e reavaliar a necessidade do opioide.","The sertraline label lists tramadol among the serotonergic drugs whose concomitant use increases the risk of serotonin syndrome, and the tramadol label states that concomitant use with CYP2D6 inhibitors (sertraline inhibits CYP2D6) can raise tramadol levels and lower the active metabolite M1, with an increased risk of serious adverse events, including seizures and serotonin syndrome. The combination should be avoided whenever possible; if unavoidable, use the lowest effective dose, monitor for serotonin symptoms (agitation, tachycardia, hyperthermia, hyperreflexia) and signs of seizures, and reassess the need for the opioid.","A Sertralina aumenta a serotonina central e o Tramadol também o faz, além de reduzir o limiar para convulsões.","Sertraline raises central serotonin and Tramadol does as well, further lowering the seizure threshold.","Evitar a combinação se possível; se inevitável, usar a menor dose e vigiar sinais.","Avoid the combination if possible; if unavoidable, use the lowest dose and monitor signs.",Observar sinais de serotonina e convulsões nos primeiros dias da associação.,Watch for serotonin signs and seizures in the first days of association.,"Agitação, tremor, hipertermia, clonus, convulsões, confusão.","Agitation, tremor, hyperthermia, clonus, seizures, confusion.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Sertralina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e24d17-ff0a-449c-9472-b9df74c98456 ; rótulo aprovado Tramadol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=552955e6-2bb3-8755-e063-6394a90ab21c,DailyMed/FDA (NIH/NLM) — approved Sertraline label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91e24d17-ff0a-449c-9472-b9df74c98456 ; approved Tramadol label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=552955e6-2bb3-8755-e063-6394a90ab21c,publicado,2026-08-02
sildenafil_tansulosina,sildenafil,tansulosina,moderate,"Combinar sildenafil com tansulosina pode baixar a tensão arterial e causar tonturas ou desmaio, sobretudo ao levantar.","Combining sildenafil with tamsulosin can lower blood pressure and cause dizziness or fainting, especially on standing.","PDE5 + tansulosina: risco de hipotensão sintomática documentado nos rótulos. A tansulosina tem menor interação hemodinâmica do que outros alfa-bloqueantes, mas a cautela mantém-se; estabilizar e usar dose inicial baixa.","PDE5 + tamsulosin: risk of symptomatic hypotension documented in labels. Tamsulosin has less haemodynamic interaction than other alpha-blockers, but caution remains; stabilise and use a low starting dose.","A coadministração de inibidores da PDE5 com tansulosina pode causar hipotensão sintomática em alguns doentes, pelo efeito vasodilatador conjunto. Embora a tansulosina seja mais seletiva e com menor interação hemodinâmica do que outros alfa-bloqueantes (a doxazosina, por exemplo, mostrou maior efeito aditivo em estudos), o rótulo da tansulosina recomenda prudência.","Co-administration of PDE5 inhibitors with tamsulosin can cause symptomatic hypotension in some patients, due to the combined vasodilator effect. Although tamsulosin is more selective and has less haemodynamic interaction than other alpha-blockers (doxazosin, for example, showed a greater additive effect in studies), the tamsulosin label advises caution.",Efeito vasodilatador aditivo (PDE5 + antagonista α1).,Additive vasodilator effect (PDE5 + alpha-1 antagonist).,Estabilizar a tansulosina antes de iniciar o PDE5; iniciar com dose baixa e avaliar tolerância.,Stabilise tamsulosin before starting the PDE5; start low and assess tolerability.,Tensão arterial ortostática e sintomas no início da associação.,Orthostatic blood pressure and symptoms when starting the combination.,"Tonturas ao levantar, síncope.","Dizziness on standing, syncope.","DailyMed/FDA (NIH/NLM) — rótulo aprovado Tansulosina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5ed219aa-cf65-457f-8570-d26b48edb240 ; PubMed — https://pubmed.ncbi.nlm.nih.gov/16387566/ ; Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed/FDA (NIH/NLM) — approved Tamsulosin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5ed219aa-cf65-457f-8570-d26b48edb240 ; PubMed — https://pubmed.ncbi.nlm.nih.gov/16387566/ ; Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
sildenafil_voriconazol,sildenafil,voriconazol,moderate,"O Voriconazol aumenta as concentrações de Sildenafil (inibição do CYP3A4), com risco de hipotensão e efeitos adversos.","Voriconazole raises Sildenafil concentrations (CYP3A4 inhibition), with a risk of hypotension and adverse effects.",Sildenafil + voriconazol: o voriconazol inibe o CYP3A4 e aumenta os níveis de sildenafil. Considerar dose inicial de 25 mg; vigiar hipotensão e QT.,Sildenafil + voriconazole: voriconazole inhibits CYP3A4 and raises sildenafil levels. Consider a 25 mg starting dose; watch hypotension and QT.,"O sildenafil é metabolizado pelo CYP3A4, e o voriconazol é um inibidor forte desta enzima: o rótulo do sildenafil recomenda ""considerar uma dose inicial de 25 mg em doentes tratados com inibidores fortes do CYP3A4 (ex.: cetoconazol, itraconazol, saquinavir) ou eritromicina"". O voriconazol também prolonga o QT (o rótulo refere que ""alguns azóis, incluindo o voriconazol, foram associados a prolongamento do intervalo QT"" e recomenda corrigir potássio, magnésio e cálcio antes do uso), e o sildenafil em níveis elevados pode causar hipotensão, cefaleia, rubor e alterações visuais. Usar a dose eficaz mais baixa de sildenafil (não exceder 25 mg), espaçar as tomas, vigiar a pressão arterial e os sinais de hipotensão.","Sildenafil is metabolised by CYP3A4, and voriconazole is a strong inhibitor of this enzyme: the sildenafil label recommends ""considering a starting dose of 25 mg in patients treated with strong CYP3A4 inhibitors (e.g. ketoconazole, itraconazole, saquinavir) or erythromycin"". Voriconazole also prolongs the QT (the label states that ""some azoles, including voriconazole, have been associated with prolongation of the QT interval"" and recommends correcting potassium, magnesium and calcium before use), and sildenafil at high levels can cause hypotension, headache, flushing and visual disturbances. Use the lowest effective sildenafil dose (not exceeding 25 mg), space the doses, monitor blood pressure and signs of hypotension.","Inibição do CYP3A4 pelo voriconazol, aumentando a exposição do sildenafil.",CYP3A4 inhibition by voriconazole increases sildenafil exposure.,Limitar a dose de sildenafil durante o tratamento com voriconazol; monitorizar a pressão arterial.,Limit the sildenafil dose during voriconazole therapy; monitor blood pressure.,"Pressão arterial, cefaleia, rubor, palpitações.","Blood pressure, headache, flushing, palpitations.","Hipotensão, síncope.","Hypotension, syncope.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Voriconazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6a1a792-141b-42e8-8bd1-884e4408eb8a ; rótulo aprovado Sildenafil: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00ee09dd-2de0-4dc4-85f6-b51ed6eabd5b,DailyMed/FDA (NIH/NLM) — approved Voriconazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6a1a792-141b-42e8-8bd1-884e4408eb8a ; approved Sildenafil label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00ee09dd-2de0-4dc4-85f6-b51ed6eabd5b,publicado,2026-08-04
sucralfato_zinco,sucralfato,zinco,moderate,"Sucralfato + zinco: o sucralfato liga-se ao zinco, reduzindo a sua absorção.","Sucralfate + zinc: sucralfate binds zinc, reducing its absorption.",,,,,A película de sucralfato liga catiões metálicos no estômago.,The sucralfate film binds metal cations in the stomach.,Separar as tomas por pelo menos 2 horas.,Separate dosing by at least 2 hours.,Eficácia da suplementação de zinco.,Effectiveness of zinc supplementation.,Sem sintomas agudos; défice com uso prolongado.,No acute symptoms; deficiency with long-term use.,"DailyMed (FDA) — rótulo aprovado Sucralfato: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1e781cc0-24ec-4028-8262-dcef9873ea1f ; rótulo aprovado Zinco (sulfato de zinco): https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2bd646d2-2a2a-4376-8da0-c7f08b0511ac — referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed (FDA) — approved Sucralfate label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1e781cc0-24ec-4028-8262-dcef9873ea1f ; approved Zinc (zinc sulfate) label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2bd646d2-2a2a-4376-8da0-c7f08b0511ac — additional reference: Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
sulfadoxina-pirimetamina_warfarina,sulfadoxina-pirimetamina,warfarina,moderate,A Sulfadoxina (sulfonamida) pode potenciar o efeito da Warfarina — risco hemorrágico.,Sulfadoxine (a sulfonamide) may enhance the effect of Warfarin — bleeding risk.,"A sulfadoxina (sulfonamida) pode inibir o metabolismo da warfarina e deslocar a fração livre, aumentando o INR. Monitorizar o INR durante e após o antimalárico.","Sulfadoxine (a sulphonamide) can inhibit warfarin metabolism and displace the free fraction, raising the INR. Monitor the INR during and after the antimalarial.","As sulfonamidas, como a sulfadoxina, têm sido associadas ao aumento do efeito da warfarina por múltiplos mecanismos: inibição do CYP2C9 (metabolismo do S-warfarin ativo), deslocação da ligação proteica e, potencialmente, redução da flora intestinal produtora de vitamina K. A pirimetamina contribui menos, mas a associação é usada em conjunto na profilaxia e tratamento da malária. Recomenda-se monitorizar o INR no início e no fim do tratamento e ajustar a dose de warfarina; vigiar sinais de hemorragia.","Sulphonamides, such as sulphadoxine, have been associated with increased warfarin effect through multiple mechanisms: CYP2C9 inhibition (metabolism of active S-warfarin), displacement of protein binding and, potentially, reduction of the gut flora producing vitamin K. Pyrimethamine contributes less, but the two are used together in malaria prophylaxis and treatment. The INR should be monitored at the start and end of treatment and the warfarin dose adjusted; watch for bleeding signs.",Possível inibição do metabolismo da Warfarina e/ou deslocamento da ligação proteica.,Possible inhibition of Warfarin metabolism and/or protein-binding displacement.,Monitorizar o INR ao iniciar/parar e ajustar a dose.,Monitor the INR on starting/stopping and adjust the dose.,INR e sinais de hemorragia.,INR and signs of bleeding.,"Hemorragias, equimoses, fezes escuras.","Bleeding, bruising, dark stools.",OMS (WHO) — Directrizes da OMS para a malária: https://www.who.int/teams/global-malaria-programme/guidelines-for-malaria ; DailyMed/FDA (NIH/NLM) — rótulo aprovado Warfarina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=541c9a70-adaf-4ef3-94ba-ad4e70dfa057,WHO — WHO Guidelines for malaria: https://www.who.int/teams/global-malaria-programme/guidelines-for-malaria ; DailyMed/FDA (NIH/NLM) — approved Warfarin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=541c9a70-adaf-4ef3-94ba-ad4e70dfa057,publicado,2026-08-03
tadalafil_tansulosina,tadalafil,tansulosina,moderate,"Combinar tadalafil com tansulosina pode baixar a tensão arterial e causar tonturas ou desmaio, sobretudo ao levantar.","Combining tadalafil with tamsulosin can lower blood pressure and cause dizziness or fainting, especially on standing.",PDE5 + tansulosina: o rótulo do tadalafil desaconselha a associação para HPB e aconselha cautela na disfunção erétil; estudo mostrou pouca interação hemodinâmica com a tansulosina.,PDE5 + tamsulosin: the tadalafil label advises against the combination for BPH and advises caution in erectile dysfunction; a study showed little haemodynamic interaction with tamsulosin.,"A associação de tadalafil com alfa-bloqueantes pode causar hipotensão sintomática. O rótulo do tadalafil não recomenda a combinação com alfa-bloqueantes no tratamento da HPB (eficácia não estudada e risco de descida da tensão arterial) e aconselha cautela quando usado para disfunção erétil. Em estudo, o tadalafil teve pouca interação hemodinâmica com a tansulosina, mas a precaução mantém-se.","Combining tadalafil with alpha-blockers can cause symptomatic hypotension. The tadalafil label does not recommend combining with alpha-blockers for BPH treatment (efficacy not studied and risk of blood pressure lowering) and advises caution when used for erectile dysfunction. In a study, tadalafil had little haemodynamic interaction with tamsulosin, but caution remains.",Efeito vasodilatador aditivo (PDE5 + antagonista α1).,Additive vasodilator effect (PDE5 + alpha-1 antagonist).,Usar com cautela; considerar dose inicial baixa; monitorizar sintomas ortostáticos.,Use with caution; consider a low starting dose; monitor orthostatic symptoms.,Tensão arterial ortostática no início da associação.,Orthostatic blood pressure when starting the combination.,"Tonturas ao levantar, síncope.","Dizziness on standing, syncope.","DailyMed/FDA (NIH/NLM) — rótulo aprovado Tadalafil: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bcd8f8ab-81a2-4891-83db-24a0b0e25895 ; PubMed — https://pubmed.ncbi.nlm.nih.gov/15540759/ ; Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed/FDA (NIH/NLM) — approved Tadalafil label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bcd8f8ab-81a2-4891-83db-24a0b0e25895 ; PubMed — https://pubmed.ncbi.nlm.nih.gov/15540759/ ; Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
